Species;Common;IUIS Allergen;Type;Group;Allergenicity;Length;Accession;GI#;1st Version
Prunus dulcis;Almond;Unassigned;Food Plant;Prunus persica Pru p 2 IUIS;IgE plus basophil+ or SPT+;241;ACE80974.1;190613941;10
Prunus dulcis;Almond;Pru du 4.0101;Food Plant;Prunus Pru 4 Profilin peach cherry almond;IgE plus basophil+ or SPT+;131;AAL91662.1;24473794;7
Prunus dulcis;Almond;Unassigned;Food Plant;Prunus Pru du 6 Amandin;IgE but no biological test;531;3EHK_A;258588247;11
Prunus dulcis;Almond;Unassigned;Food Plant;Prunus Pru du 6 Amandin;IgE but no biological test;178;AGR27935.1;523916668;15
Prunus dulcis;Almond;Pru du 6.0101;Food Plant;Prunus Pru du 6 Amandin;IgE but no biological test;551;ADN39440.1;307159112;15
Prunus dulcis;Almond;Pru du 6.0201;Food Plant;Prunus Pru du 6 Amandin;IgE but no biological test;504;ADN39441.1;307159114;15
Prunus dulcis;Almond;Unassigned;Food Plant;Prunus Seed allergenic protein 2 (Conglutin gamma);IgE but no biological test;25;P82952.1;75107131;8
Prunus dulcis x Prunus persica;Plant hybrid;Unassigned;Food Plant;Prunus persica Pru p 2 IUIS;IgE plus basophil+ or SPT+;160;ACE80939.1;190613871;10
Prunus dulcis x Prunus persica;Plant hybrid;Unassigned;Food Plant;Prunus persica Pru p 2 IUIS;IgE plus basophil+ or SPT+;246;ACE80956.1;190613905;10
Prunus dulcis x Prunus persica;Plant hybrid;Unassigned;Food Plant;Prunus persica Pru p 2 IUIS;IgE plus basophil+ or SPT+;246;ACE80958.1;190613909;10
Prunus dulcis x Prunus persica;Plant hybrid;Pru p 2.0201;Food Plant;Prunus persica Pru p 2 IUIS;IgE plus basophil+ or SPT+;246;ACE80957.1;190613907;10
Prunus dulcis x Prunus persica;Plant hybrid;Pru p 2.0101;Food Plant;Prunus persica Pru p 2 IUIS;IgE plus basophil+ or SPT+;246;ACE80959.1;190613911;10
Prunus dulcis x Prunus persica;Plant hybrid;Pru p 2.0301;Food Plant;Prunus persica Pru p 2 IUIS;IgE plus basophil+ or SPT+;242;ACE80955.1;190613903;10
Prunus dulcis x Prunus persica;Plant hybrid;Unassigned;Food Plant;Prunus Pru 4 Profilin peach cherry almond;IgE plus basophil+ or SPT+;131;ACE80972.1;190613937;10
Prunus persica;Peach;Unassigned;Food Plant;Prunus persica Pru p 2 IUIS;IgE plus basophil+ or SPT+;246;P83332.1;25091405;12
Prunus persica;Peach;Unassigned;Food Plant;Prunus persica Pru p 2 IUIS;IgE plus basophil+ or SPT+;242;P83335.1;25091406;12
Prunus persica;Peach;Unassigned;Food Plant;Prunus persica Pru p 2 IUIS;IgE plus basophil+ or SPT+;246;AEV57471.1;359744030;13
Prunus persica;Peach;Pru p 1.0101;Food Plant;Prunus PRP (Bet v 1 family);IgE plus basophil+ or SPT+;160;ABB78006.1;82492265;7
Prunus persica;Peach;Pru p 1.0301;Food Plant;Prunus PRP (Bet v 1 family);IgE plus basophil+ or SPT+;160;AJE61291.1;748758672;16
Prunus persica;Peach;Pru p 1.0201;Food Plant;Prunus PRP (Bet v 1 family);IgE plus basophil+ or SPT+;160;AJE61290.1;748758670;16
Prunus persica;Peach;Pru p 3.0101;Food Plant;Prunus Pru 3;IgE plus basophil+ or SPT+;91;P81402.1;3287877;7
Prunus persica;Peach;Unassigned;Food Plant;Prunus Pru 3;IgE plus basophil+ or SPT+;117;AAV40850.1;54793477;7
Prunus persica;Peach;Unassigned;Food Plant;Prunus Pru 3;IgE plus basophil+ or SPT+;117;ADR66939.1;313575718;12
Prunus persica;Peach;Unassigned;Food Plant;Prunus Pru 3;IgE plus basophil+ or SPT+;117;AGW21344.1;544369592;15
Prunus persica;Peach;Pru p 4.0101;Food Plant;Prunus Pru 4 Profilin peach cherry almond;IgE plus basophil+ or SPT+;131;CAD37201.1;27528310;7
Prunus persica;Peach;Pru p 4.0201;Food Plant;Prunus Pru 4 Profilin peach cherry almond;IgE plus basophil+ or SPT+;131;CAD37202.1;27528312;7
Prunus persica;Peach;Pru p 7.0101;Food Plant;Prunus Pru p 7 Pru m 7 Peamaclein;IgE plus basophil+ or SPT+;63;P86888.1;408407790;14
Punica granatum;Pomegranate;Pun g 7;Food Plant;Punica peptide Pommaclein Pun g 7;IgE but no biological test;20;C0HKC0.1;1179881437;18
Punica granatum;Pomegranate;Pun g 1.0101;Food Plant;Punica Pun g 1;IgE but no biological test;120;AHB19227.1;559797767;15
Punica granatum;Pomegranate;Pun g 1.0201;Food Plant;Punica Pun g 1;IgE but no biological test;120;AHB19226.1;559797765;15
Punica granatum;Pomegranate;Pun g 1.0301;Food Plant;Punica Pun g 1;IgE but no biological test;120;AHB19225.1;559797763;15
Pyrus communis;Pear;Pyr c 3.0101;Food Plant;Pyrus LTP Pyr c 3 IUIS;IgE but no biological test;115;AAF26451.1;6715524;11
Pyrus communis;Pear;Unassigned;Food Plant;Pyrus LTP Pyr c 3 IUIS;IgE but no biological test;94;AET05733.1;355525862;13
Pyrus communis;Pear;Unassigned;Food Plant;Pyrus LTP Pyr c 3 IUIS;IgE but no biological test;94;AET05732.1;355525860;13
Pyrus communis;Pear;Unassigned;Food Plant;Pyrus LTP Pyr c 3 IUIS;IgE but no biological test;94;AET05730.1;355525856;13
Pyrus communis;Pear;Pyr c 1.0101;Food Plant;Pyrus Pyr c 1;IgE plus basophil+ or SPT+;159;O65200.1;14423877;9
Pyrus communis;Pear;Pyr c 4.0101;Food Plant;Pyrus Pyr c 4;IgE plus basophil+ or SPT+;131;AAD29410.1;4761580;7
Pyrus communis;Pear;Pyr c 5.0101;Food Plant;Pyrus Pyr c 5;IgE plus basophil+ or SPT+;308;AAC24001.1;3243234;7
Ricinus communis;Castor bean;Ric c 1.0101;Food Plant;Ricinus Ric c 1;IgE plus basophil+ or SPT+;258;CAA38097.1;21068;15
Rubus idaeus;raspberry;Rub i 1.0101;Food Plant;Rubus Rub i 1;IgE but no biological test;137;ABG54495.1;110180525;8
Rubus idaeus;raspberry;Rub i 3.0101;Food Plant;Rubus Rub i 3;IgE but no biological test;117;ABG54494.1;110180523;8
Secale cereale;Rye;Sec c 20.0101;Food Plant;Secale Sec c 20;IgE plus basophil+ or SPT+;23;AAB37403.1;1699225;15
Secale cereale;Rye;Sec c 20.0201;Food Plant;Secale Sec c 20;IgE plus basophil+ or SPT+;29;AAB37406.1;1699228;15
Secale cereale;Rye;Sec c 5.0101;Food Plant;Secale Sec c 5;IgE but no biological test;292;CBG76811.1;332205751;12
Sesamum indicum;Sesame;Unassigned;Food Plant;Sesamum seed maturation-like protein;IgE but no biological test;345;ACB55491.1;171853012;16
Sesamum indicum;Sesame;Ses i 1.0101;Food Plant;Sesamum Ses i 1;IgE but no biological test;153;AAK15088.1;13183175;7
Sesamum indicum;Sesame;Unassigned;Food Plant;Sesamum Ses i 1;IgE but no biological test;153;ACI41244.1;209165427;10
Sesamum indicum;Sesame;Ses i 2.0101;Food Plant;Sesamum Ses i 2;IgE but no biological test;148;AAD42943.1;5381323;7
Sesamum indicum;Sesame;Ses i 3.0101;Food Plant;Sesamum Ses i 3;IgE but no biological test;585;AAK15089.1;13183177;7
Sesamum indicum;Sesame;Ses i 4.0101;Food Plant;Sesamum Ses i 4 oleosin;IgE but no biological test;166;AAG23840.1;10834827;13
Sesamum indicum;Sesame;Unassigned;Food Plant;Sesamum Ses i 5 oleosin;IgE but no biological test;145;ACH85188.1;198250343;10
Sesamum indicum;Sesame;Ses i 5.0101;Food Plant;Sesamum Ses i 5 oleosin;IgE but no biological test;145;AAD42942.1;5381321;15
Sesamum indicum;Sesame;Ses i 6.0101;Food Plant;Sesamum Ses i 6;IgE plus basophil+ or SPT+;459;AAD42944.1;5381325;15
Sesamum indicum;Sesame;Ses i 7.0101;Food Plant;Sesamum Ses i 7;IgE but no biological test;497;AAK15087.1;13183173;15
Sinapis alba;White mustard;;Food Plant;Sinapis Sin a 1.01;IgE plus basophil+ or SPT+;145;CAA62909.1;1009434;7
Sinapis alba;White mustard;;Food Plant;Sinapis Sin a 1.01;IgE plus basophil+ or SPT+;145;CAA62910.1;1009436;7
Sinapis alba;White mustard;;Food Plant;Sinapis Sin a 1.01;IgE plus basophil+ or SPT+;145;CAA62911.1;1009438;7
Sinapis alba;White mustard;;Food Plant;Sinapis Sin a 1.01;IgE plus basophil+ or SPT+;145;CAA62912.1;1009440;7
Sinapis alba;White mustard;;Food Plant;Sinapis Sin a 1.01;IgE plus basophil+ or SPT+;145;CAA62908.1;1009442;7
Sinapis alba;White mustard;Sin a 1.0101;Food Plant;Sinapis Sin a 1.01;IgE plus basophil+ or SPT+;145;P15322.2;51338758;7
Sinapis alba;White mustard;Sin a 2.0101;Food Plant;Sinapis Sin a 2.01 11S globulin;IgE plus basophil+ or SPT+;510;AAX77383.1;62240390;7
Sinapis alba;White mustard;Unassigned;Food Plant;Sinapis Sin a 2.01 11S globulin;IgE plus basophil+ or SPT+;523;AAX77384.1;62240392;7
Sinapis alba;White mustard;Sin a 3.0101;Food Plant;Sinapis Sin a 3.01 LTP;IgE but no biological test;92;ABU95411.1;156778059;12
Sinapis alba;White mustard;Sin a 4.0101;Food Plant;Sinapis Sin a 4.01 profilin;IgE but no biological test;131;ABU95412.1;156778061;12
Solanum lycopersicum (Lycopersicon esculentum);Tomato;Sola l 6.0101;Food Plant;Solanum lycopersicum Sola l 6;IgE plus basophil+ or SPT+;96;NP_001306883.1;985801667;17
Solanum lycopersicum (Lycopersicon esculentum);Tomato;Sola l 7.0101;Food Plant;Solanum lycopersicum Sola l 7;IgE plus basophil+ or SPT+;115;XP_004229753.1;460367790;16
Solanum lycopersicum (Lycopersicon esculentum);Tomato;Sola l 1.0101;Food Plant;Solanum Sola l 1 profilin (Lyc e 1);IgE plus basophil+ or SPT+;131;CAD10377.1;16555787;7
Solanum lycopersicum (Lycopersicon esculentum);Tomato;;Food Plant;Solanum Sola l 1 profilin (Lyc e 1);IgE plus basophil+ or SPT+;131;AAL29690.1;17224229;7
Solanum lycopersicum (Lycopersicon esculentum);Tomato;Sola l 2.0101;Food Plant;Solanum Sola l 2 Beta-fructofuranosidase (Lyc e 2);IgE but no biological test;553;AAL75449.1;18542113;7
Solanum lycopersicum (Lycopersicon esculentum);Tomato;Sola l 2.0201;Food Plant;Solanum Sola l 2 Beta-fructofuranosidase (Lyc e 2);IgE but no biological test;636;AAL75450.1;18542115;7
Solanum lycopersicum (Lycopersicon esculentum);Tomato;Unassigned;Food Plant;Solanum Sola l 3 LTP (Lyc e 3);IgE plus basophil+ or SPT+;114;CAJ19705.1;71360928;7
Solanum lycopersicum (Lycopersicon esculentum);Tomato;Sola l 3.0101;Food Plant;Solanum Sola l 3 LTP (Lyc e 3);IgE plus basophil+ or SPT+;114;AAB42069.1;1816535;15
Solanum lycopersicum (Lycopersicon esculentum);Tomato;Sola l 4.0101;Food Plant;Solanum Sola l 4 PR-10 (Lyc e 4);IgE but no biological test;178;CAA75803.1;2887310;14
Solanum lycopersicum (Lycopersicon esculentum);Tomato;Sola l 4.0201;Food Plant;Solanum Sola l 4 PR-10 (Lyc e 4);IgE but no biological test;160;AHC08074.1;565380268;15
Solanum lycopersicum (Lycopersicon esculentum);Tomato;Unassigned;Food Plant;Solanum Sola l 4 PR-10 (Lyc e 4);IgE but no biological test;160;AHC08073.1;565380238;15
Solanum tuberosum;Potato;Unassigned;Food Plant;Solanum profilin-like;IgE but no biological test;131;ABA81885.1;77416979;7
Solanum tuberosum;Potato;Unassigned;Food Plant;Solanum profilin-like;IgE but no biological test;131;ABB16985.1;77999277;7
Solanum tuberosum;Potato;Unassigned;Food Plant;Solanum Sola t 1;IgE plus basophil+ or SPT+;386;CAA31575.1;21510;7
Solanum tuberosum;Potato;Unassigned;Food Plant;Solanum Sola t 1;IgE plus basophil+ or SPT+;386;CAA27571.1;21512;7
Solanum tuberosum;Potato;Unassigned;Food Plant;Solanum Sola t 1;IgE plus basophil+ or SPT+;386;CAA27588.1;21514;7
Solanum tuberosum;Potato;Unassigned;Food Plant;Solanum Sola t 1;IgE plus basophil+ or SPT+;386;AAA33819.1;169500;7
Solanum tuberosum;Potato;;Food Plant;Solanum Sola t 1;IgE plus basophil+ or SPT+;386;P15476.2;158517845;9
Solanum tuberosum;Potato;Sola t 2.0101;Food Plant;Solanum Sola t 2;IgE plus basophil+ or SPT+;188;P16348.1;124148;7
Solanum tuberosum;Potato;;Food Plant;Solanum Sola t 3;IgE plus basophil+ or SPT+;222;P20347.3;20141344;7
Solanum tuberosum;Potato;Sola t 3.0101;Food Plant;Solanum Sola t 3;IgE plus basophil+ or SPT+;186;AAB63099.1;1575306;15
Solanum tuberosum;Potato;Sola t 4.0101;Food Plant;Solanum Sola t 4;IgE plus basophil+ or SPT+;221;BAA04149.1;994779;15
Triticum aestivum;Wheat;Unassigned;Food Plant;Triticum  Tri a 14 LTP_amylase inhibitor;IgE plus basophil+ or SPT+;113;P24296.2;417370;11
Triticum aestivum;Wheat;Unassigned;Food Plant;Triticum aestivum Tri a 40;IgE but no biological test;143;ACG59281.1;195957140;10
Triticum aestivum;Wheat;Unassigned;Food Plant;Triticum aestivum Tri a 44;IgE but no biological test;94;CAI64398.1;66840998;7
Triticum aestivum;Wheat;Tri a 19.0101;Food Plant;Triticum omega-5 gliadin Tri a 19;IgE plus basophil+ or SPT+;439;BAE20328.1;73912496;7
Triticum aestivum;Wheat;Unassigned;Food Plant;Triticum omega-5 gliadin Tri a 19;IgE plus basophil+ or SPT+;359;CAR82265.1;208605344;10
Triticum aestivum;Wheat;Unassigned;Food Plant;Triticum omega-5 gliadin Tri a 19;IgE plus basophil+ or SPT+;272;CAR82266.1;208605346;10
Triticum aestivum;Wheat;Unassigned;Food Plant;Triticum omega-5 gliadin Tri a 19;IgE plus basophil+ or SPT+;346;CAR82267.1;208605348;10
Triticum aestivum;Wheat;Unassigned;Food Plant;Triticum putative leucine-rich repeat protein;IgE but no biological test;137;CAI64397.1;66840996;7
Triticum aestivum;Wheat;Unassigned;Food Plant;Triticum serine carboxypeptidase II;IgE but no biological test;260;CAI64396.1;66840994;7
Triticum aestivum;Wheat;Unassigned;Food Plant;Triticum serine carboxypeptidase II;IgE but no biological test;444;P08819.2;125987805;10
Triticum aestivum;Wheat;Unassigned;Food Plant;Triticum Thaumatin-like;IgE but no biological test;173;P27357.1;135917;12
Triticum aestivum;Wheat;Unassigned;Food Plant;Triticum Tri a 12;IgE but no biological test;131;ACE82291.1;190684061;11
Triticum aestivum;Wheat;Tri a 12.0103;Food Plant;Triticum Tri a 12;IgE but no biological test;131;CAA61945.2;548948852;14
Triticum aestivum;Wheat;Tri a 12.0101;Food Plant;Triticum Tri a 12;IgE but no biological test;131;CAA61943.2;548948848;15
Triticum aestivum;Wheat;Tri a 12.0102;Food Plant;Triticum Tri a 12;IgE but no biological test;131;CAA61944.2;548948850;15
Triticum aestivum;Wheat;Tri a 12.0104;Food Plant;Triticum Tri a 12;IgE but no biological test;131;CAQ57979.1;207366248;15
Triticum aestivum;Wheat;Tri a 20.0101;Food Plant;Triticum Tri a 20;IgE plus basophil+ or SPT+;279;BAN29066.1;508732621;15
Triticum aestivum;Wheat;Tri a 21.0101;Food Plant;Triticum Tri a 21  alpha, beta-gliadin;IgE but no biological test;281;CAY54134.1;283476402;11
Triticum aestivum;Wheat;Unassigned;Food Plant;Triticum Tri a 26;IgE plus basophil+ or SPT+;830;CAA43331.1;21743;7
Triticum aestivum;Wheat;Unassigned;Food Plant;Triticum Tri a 26;IgE plus basophil+ or SPT+;648;CAA31396.1;21751;7
Triticum aestivum;Wheat;Unassigned;Food Plant;Triticum Tri a 26;IgE plus basophil+ or SPT+;660;CAA26847.1;21779;7
Triticum aestivum;Wheat;Unassigned;Food Plant;Triticum Tri a 26;IgE plus basophil+ or SPT+;39;CAA24934.1;21793;7
Triticum aestivum;Wheat;Unassigned;Food Plant;Triticum Tri a 26;IgE plus basophil+ or SPT+;705;CAA43361.1;22090;7
Triticum aestivum;Wheat;Unassigned;Food Plant;Triticum Tri a 26;IgE plus basophil+ or SPT+;815;AAB02788.1;170743;7
Triticum aestivum;Wheat;Unassigned;Food Plant;Triticum Tri a 26;IgE plus basophil+ or SPT+;838;CAA27052.1;736319;7
Triticum aestivum;Wheat;Unassigned;Food Plant;Triticum Tri a 26;IgE plus basophil+ or SPT+;101;CAA24933.1;897811;7
Triticum aestivum;Wheat;Tri a 26.0101;Food Plant;Triticum Tri a 26;IgE plus basophil+ or SPT+;848;CAA31395.4;288860106;15
Triticum aestivum;Wheat;Tri a 26.0201;Food Plant;Triticum Tri a 26;IgE plus basophil+ or SPT+;795;AAZ23584.1;71084277;15
Triticum aestivum;Wheat;Unassigned;Food Plant;Triticum Tri a 27.0101 Thiol reductase;IgE but no biological test;203;BAC76688.1;30793446;7
Triticum aestivum;Wheat;Tri a 28.0101;Food Plant;Triticum Tri a 28;IgE but no biological test;119;CAI84642.1;66841026;7
Triticum aestivum;Wheat;Unassigned;Food Plant;Triticum Tri a 36;IgE but no biological test;307;CAA31685.1;21773;7
Triticum aestivum;Wheat;Unassigned;Food Plant;Triticum Tri a 36;IgE but no biological test;356;CAA30570.1;21783;7
Triticum aestivum;Wheat;Unassigned;Food Plant;Triticum Tri a 36;IgE but no biological test;373;O22116;75317968;7
Triticum aestivum;Wheat;Unassigned;Food Plant;Triticum Tri a 36;IgE but no biological test;229;CAA59338.1;886963;7
Triticum aestivum;Wheat;Unassigned;Food Plant;Triticum Tri a 36;IgE but no biological test;261;CAA59339.1;886965;7
Triticum aestivum;Wheat;Unassigned;Food Plant;Triticum Tri a 36;IgE but no biological test;276;CAA59340.1;886967;7
Triticum aestivum;Wheat;Unassigned;Food Plant;Triticum Tri a 36;IgE but no biological test;285;O22108;75219081;7
Triticum aestivum;Wheat;Unassigned;Food Plant;Triticum Tri a 36;IgE but no biological test;326;CAI79052.1;62550933;7
Triticum aestivum;Wheat;Tri a 36.0101;Food Plant;Triticum Tri a 36;IgE but no biological test;369;AEH31546.1;335331566;12
Triticum aestivum;Wheat;Tri a 37.0101;Food Plant;Triticum Tri a 37 alpha purothionin;IgE but no biological test;137;CAA65313.1;4007850;14
Triticum aestivum;Wheat;Tri tu 14;Food Plant;Triticum Tri tu 14;IgE plus basophil+ or SPT+;115;CAH69206.1;84617221;19
Triticum turgidum subsp. durum;Wheat;Unassigned;Food Plant;Triticum aestivum Tri a 40;IgE but no biological test;143;CAA34709.1;21916;7
Triticum turgidum subsp. durum;Wheat;Unassigned;Food Plant;Triticum Tri a 36;IgE but no biological test;295;CAA36063.1;21926;7
Triticum turgidum subsp. durum;Wheat;Unassigned;Food Plant;Triticum Tri a 36;IgE but no biological test;285;CAA44473.1;21930;7
Vigna radiata;mung bean;Vig r 1.0101;Food Plant;Vigna Vig r 1 PR 10;IgE but no biological test;155;AAX19889.1;60418924;7
Vigna radiata;mung bean;Vig r 2.0101;Food Plant;Vigna Vig r 2;IgE but no biological test;453;ABG02262.1;108743976;15
Vigna radiata;mung bean;Vig r 2.0201;Food Plant;Vigna Vig r 2;IgE but no biological test;454;ABW23574.1;158251953;15
Vigna radiata;mung bean;Vig r 6.0101;Food Plant;Vigna Vig r 6 Cytokinin-specific binding protein;IgE but no biological test;155;BAA74451.1;4190976;14
Vigna radiata var. radiata;mung bean;Vig r 4.0101;Food Plant;Vigna Vig r 4;IgE but no biological test;272;CAA50008.1;1000708;15
Vitis sp.;Grape;Unassigned;Food Plant;Vitis Lipid transfer protein P3;IgE but no biological test;91;P80273.2;145559502;8
Vitis sp.;Grape;;Food Plant;Vitis Vit v 1 LTP;IgE but no biological test;37;P80274.1;462719;7
Vitis sp.;Grape;Unassigned;Food Plant;Vitis Vit v 1 LTP;IgE but no biological test;38;P33556.1;462717;7
Zea mays;Corn;Zea m 8.0101;Food Plant;Zea mays Zea m 8;IgE but no biological test;278;ACX37090.1;260401081;17
Zea mays;Corn;Unassigned;Food Plant;Zea mays Zea m 8;IgE but no biological test;280;P29022.1;116329;17
Zea mays;Corn;Zea m 12.0104;Food Plant;Zea Zea m 12 profilin;IgE but no biological test;131;AAB86960.1;2642324;7
Zea mays;Corn;Unassigned;Food Plant;Zea Zea m 12 profilin;IgE but no biological test;131;ABG81312.1;110644952;8
Zea mays;Corn;Unassigned;Food Plant;Zea Zea m 12 profilin;IgE but no biological test;131;ABG81313.1;110644954;8
Zea mays;Corn;Unassigned;Food Plant;Zea Zea m 12 profilin;IgE but no biological test;131;ABG81314.1;110644956;8
Zea mays;Corn;Unassigned;Food Plant;Zea Zea m 12 profilin;IgE but no biological test;131;ABG81315.1;110644958;8
Zea mays;Corn;Unassigned;Food Plant;Zea Zea m 12 profilin;IgE but no biological test;131;ABG81316.1;110644960;8
Zea mays;Corn;Unassigned;Food Plant;Zea Zea m 12 profilin;IgE but no biological test;131;ABG81317.1;110644962;8
Zea mays;Corn;Unassigned;Food Plant;Zea Zea m 12 profilin;IgE but no biological test;130;ABG81318.1;110644964;8
Zea mays;Corn;Zea m 14.0101;Food Plant;Zea Zea m 14;IgE but no biological test;120;AAA33493.1;168576;15
Zea mays;Corn;Zea m 14.0102;Food Plant;Zea Zea m 14;IgE but no biological test;99;AAA33494.1;168578;15
Ziziphus mauritiana;Chinese-date;Ziz m 1.0101;Food Plant;Ziziphus Ziz m 1;IgE plus basophil+ or SPT+;330;AAX40948.1;61225281;7
Triticum aestivum;Wheat;Unassigned;Gliadin;Triticum alpha/beta gliadin;IgE plus basophil+ or SPT+;307;CAA35238.1;21673;7
Triticum aestivum;Wheat;Unassigned;Gliadin;Triticum alpha/beta gliadin;IgE plus basophil+ or SPT+;286;CAA25593.1;21755;7
Triticum aestivum;Wheat;Unassigned;Gliadin;Triticum alpha/beta gliadin;IgE plus basophil+ or SPT+;296;CAA26383.1;21757;7
Triticum aestivum;Wheat;Unassigned;Gliadin;Triticum alpha/beta gliadin;IgE plus basophil+ or SPT+;286;CAA26384.1;21761;7
Triticum aestivum;Wheat;Unassigned;Gliadin;Triticum alpha/beta gliadin;IgE plus basophil+ or SPT+;313;CAA26385.1;21765;7
Triticum aestivum;Wheat;Unassigned;Gliadin;Triticum alpha/beta gliadin;IgE plus basophil+ or SPT+;318;AAA34275.1;170710;7
Triticum aestivum;Wheat;Unassigned;Gliadin;Triticum alpha/beta gliadin;IgE plus basophil+ or SPT+;291;AAA34276.1;170712;7
